id,conversation_id,referenced_tweets.replied_to.id,referenced_tweets.retweeted.id,referenced_tweets.quoted.id,author_id,in_reply_to_user_id,retweeted_user_id,quoted_user_id,created_at,text,lang,source,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,reply_settings,possibly_sensitive,withheld.scope,withheld.copyright,withheld.country_codes,entities.annotations,entities.cashtags,entities.hashtags,entities.mentions,entities.urls,context_annotations,attachments.media,attachments.media_keys,attachments.poll.duration_minutes,attachments.poll.end_datetime,attachments.poll.id,attachments.poll.options,attachments.poll.voting_status,attachments.poll_ids,author.id,author.created_at,author.username,author.name,author.description,author.entities.description.cashtags,author.entities.description.hashtags,author.entities.description.mentions,author.entities.description.urls,author.entities.url.urls,author.location,author.pinned_tweet_id,author.profile_image_url,author.protected,author.public_metrics.followers_count,author.public_metrics.following_count,author.public_metrics.listed_count,author.public_metrics.tweet_count,author.url,author.verified,author.withheld.scope,author.withheld.copyright,author.withheld.country_codes,geo.coordinates.coordinates,geo.coordinates.type,geo.country,geo.country_code,geo.full_name,geo.geo.bbox,geo.geo.type,geo.id,geo.name,geo.place_id,geo.place_type,__twarc.retrieved_at,__twarc.url,__twarc.version,Unnamed: 73
1233539965994373121,1233539965994373121,,,,348853695,,,,2020-02-28T23:50:20.000Z,All the granola no vaccine moms loading their kids up w supplements and essential oil rn cuz coronavirus,en,Twitter Web App,3,0,2,1,everyone,False,,,,,,,,,"[{""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1220701888179359745"", ""name"": ""COVID-19""}}, {""domain"": {""id"": ""30"", ""name"": ""Entities [Entity Service]"", ""description"": ""Entity Service top level domain, every item that is in Entity Service should be in this domain""}, ""entity"": {""id"": ""825047692124442624"", ""name"": ""Food"", ""description"": ""Food""}}, {""domain"": {""id"": ""30"", ""name"": ""Entities [Entity Service]"", ""description"": ""Entity Service top level domain, every item that is in Entity Service should be in this domain""}, ""entity"": {""id"": ""824777229892661248"", ""name"": ""Generic Food"", ""description"": ""Generic Food""}}, {""domain"": {""id"": ""30"", ""name"": ""Entities [Entity Service]"", ""description"": ""Entity Service top level domain, every item that is in Entity Service should be in this domain""}, ""entity"": {""id"": ""842449137396150273"", ""name"": ""Granola"", ""description"": ""Granola""}}]",,,,,,,,,348853695,2011-08-05T03:22:16.000Z,YaNanous,🐐 Мисс Информация,"poems in my pocket, goat herder, cartographer of wandering lines. In love w/Sacha Llorenti, Gilbert Roland is my amigo 🅉",,,,,,Красная площадь ,1.3531881725372252e+18,https://pbs.twimg.com/profile_images/1528469588312195072/G-7f3G0J_normal.jpg,False,4086,2821,146,597030,,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
1233539112130555908,1233526733430763521,1.2335267334307635e+18,,,400800936,373446356.0,,,2020-02-28T23:46:57.000Z,@EssensasBlocker It’s the vaccine for coronavirus. It’s the same 38% that won’t vaccinate their children,en,Twitter for iPhone,2,0,0,0,everyone,False,,,,,,,"[{""start"": 0, ""end"": 16, ""username"": ""EssensasBlocker"", ""id"": ""373446356"", ""pinned_tweet_id"": ""1238883903202443266"", ""verified"": false, ""created_at"": ""2011-09-14T15:58:38.000Z"", ""url"": """", ""public_metrics"": {""followers_count"": 2249, ""following_count"": 1757, ""tweet_count"": 11872, ""listed_count"": 6}, ""location"": ""HawerchukStrong10"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1315692632736063488/Z9vPlN16_normal.jpg"", ""description"": ""\ud83e\udd45Goalie Card Collector, Goalie Nerd & Goalie Union Member (Ret) \ud83e\udd45 Run by the Worlds biggest Bob Essensa fan."", ""name"": ""Essensa\u2019s Blocker"", ""protected"": false}]",,"[{""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1220701888179359745"", ""name"": ""COVID-19""}}]",,,,,,,,,400800936,2011-10-29T16:00:47.000Z,amgeorge30,Alex George,"Ice Fishing, Muskie Fishing, Walleye Fishing, Whitetail Hunter.",,,,,,,,https://pbs.twimg.com/profile_images/1309964751464693762/B4rhdktB_normal.jpg,False,64,205,2,2587,,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
1233529172645097473,1233529172645097473,,,,764463676535349248,,,,2020-02-28T23:07:27.000Z,"Regarding Vaccine speed to market:\n\n“I would be cautious about doing that because, while licensed vaccines are beneficial, untested experimental vaccines are sometimes not just ineffective, but harmful.” https://t.co/LcDRiTVWO1",en,LinkedIn,1,0,0,0,everyone,False,,,,,,,,"[{""start"": 204, ""end"": 227, ""url"": ""https://t.co/LcDRiTVWO1"", ""expanded_url"": ""https://lnkd.in/e4c8UAR"", ""display_url"": ""lnkd.in/e4c8UAR""}]",,,,,,,,,,764463676535349248,2016-08-13T14:08:38.000Z,BIJwebportal,BusinessInJapan.com,"The #1 business community for professionals, business owners, start-ups, entrepreneurs & industry experts looking to do business in, with, &/or related to Japan",,,,,"[{""start"": 0, ""end"": 23, ""url"": ""https://t.co/KycGDH4E96"", ""expanded_url"": ""http://BusinessInJapan.com"", ""display_url"": ""BusinessInJapan.com""}]",Japan,,https://pbs.twimg.com/profile_images/764467190095417344/sipo1lyz_normal.jpg,False,926,1457,29,2289,https://t.co/KycGDH4E96,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
1233522268246102017,1233522268246102017,,,1.233478668174975e+18,944429631184293888,,,87416722.0,2020-02-28T22:40:01.000Z,"Another ""elderly"" person dies from coronavirus.  Glad it appears, so far, it's not killing children, but for us boomers, this is scary as hell.  It will be a year until a successful vaccine gets on the market?  What if coronavirus has mutated by then? https://t.co/fit9xr8LaI",en,Twitter Web App,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 252, ""end"": 275, ""url"": ""https://t.co/fit9xr8LaI"", ""expanded_url"": ""https://twitter.com/SkyNewsBreak/status/1233478668174974976"", ""display_url"": ""twitter.com/SkyNewsBreak/s\u2026""}]","[{""domain"": {""id"": ""45"", ""name"": ""Brand Vertical"", ""description"": ""Top level entities that describe a Brands industry""}, ""entity"": {""id"": ""781974596157181954"", ""name"": ""Hospitality""}}, {""domain"": {""id"": ""46"", ""name"": ""Brand Category"", ""description"": ""Categories within Brand Verticals that narrow down the scope of Brands""}, ""entity"": {""id"": ""781974596656373760"", ""name"": ""Cruise Line""}}, {""domain"": {""id"": ""47"", ""name"": ""Brand"", ""description"": ""Brands and Companies""}, ""entity"": {""id"": ""10028654909"", ""name"": ""Princess Cruises""}}, {""domain"": {""id"": ""47"", ""name"": ""Brand"", ""description"": ""Brands and Companies""}, ""entity"": {""id"": ""1100765157339234304"", ""name"": ""Sky News"", ""description"": ""Sky News""}}, {""domain"": {""id"": ""30"", ""name"": ""Entities [Entity Service]"", ""description"": ""Entity Service top level domain, every item that is in Entity Service should be in this domain""}, ""entity"": {""id"": ""839159814991167489"", ""name"": ""Travel"", ""description"": ""Travel""}}, {""domain"": {""id"": ""66"", ""name"": ""Interests and Hobbies Category"", ""description"": ""A grouping of interests and hobbies entities, like Novelty Food or Destinations""}, ""entity"": {""id"": ""839160129752686593"", ""name"": ""General Travel"", ""description"": ""General Travel""}}, {""domain"": {""id"": ""66"", ""name"": ""Interests and Hobbies Category"", ""description"": ""A grouping of interests and hobbies entities, like Novelty Food or Destinations""}, ""entity"": {""id"": ""864938653063159808"", ""name"": ""Hospitality"", ""description"": ""Hospitality""}}, {""domain"": {""id"": ""67"", ""name"": ""Interests and Hobbies"", ""description"": ""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""}, ""entity"": {""id"": ""849076613077540864"", ""name"": ""Cruise travel"", ""description"": ""Cruises""}}, {""domain"": {""id"": ""67"", ""name"": ""Interests and Hobbies"", ""description"": ""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""}, ""entity"": {""id"": ""864939238273409024"", ""name"": ""Cruise Line"", ""description"": ""Cruise Line""}}, {""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1220701888179359745"", ""name"": ""COVID-19""}}, {""domain"": {""id"": ""45"", ""name"": ""Brand Vertical"", ""description"": ""Top level entities that describe a Brands industry""}, ""entity"": {""id"": ""781974596157181954"", ""name"": ""Hospitality""}}, {""domain"": {""id"": ""46"", ""name"": ""Brand Category"", ""description"": ""Categories within Brand Verticals that narrow down the scope of Brands""}, ""entity"": {""id"": ""781974596656373760"", ""name"": ""Cruise Line""}}, {""domain"": {""id"": ""47"", ""name"": ""Brand"", ""description"": ""Brands and Companies""}, ""entity"": {""id"": ""10028654909"", ""name"": ""Princess Cruises""}}, {""domain"": {""id"": ""30"", ""name"": ""Entities [Entity Service]"", ""description"": ""Entity Service top level domain, every item that is in Entity Service should be in this domain""}, ""entity"": {""id"": ""839159814991167489"", ""name"": ""Travel"", ""description"": ""Travel""}}, {""domain"": {""id"": ""66"", ""name"": ""Interests and Hobbies Category"", ""description"": ""A grouping of interests and hobbies entities, like Novelty Food or Destinations""}, ""entity"": {""id"": ""857603051657482241"", ""name"": ""Destinations"", ""description"": ""Destinations""}}, {""domain"": {""id"": ""29"", ""name"": ""Events [Entity Service]"", ""description"": ""Entity Service related Events domain""}, ""entity"": {""id"": ""1219057585707315201"", ""name"": ""COVID-19: Latest news updates from around the world"", ""description"": ""This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19""}}, {""domain"": {""id"": ""29"", ""name"": ""Events [Entity Service]"", ""description"": ""Entity Service related Events domain""}, ""entity"": {""id"": ""1224562228654817280"", ""name"": ""Passengers disembark coronavirus-affected Diamond Princess cruise ship in Japan"", ""description"": ""Passengers who tested negative for coronavirus on the Diamond Princess cruise ship have started to disembark in Yokohama, Japan. The ship, which carried around 3,700 people, has been quarantined in Yokohama since February 3.""}}, {""domain"": {""id"": ""29"", ""name"": ""Events [Entity Service]"", ""description"": ""Entity Service related Events domain""}, ""entity"": {""id"": ""1232816416769757184"", ""name"": ""President Trump puts VP Pence in charge of US response to coronavirus"", ""description"": ""Donald Trump said the risk to the US from the deadly coronavirus \u201cremains very low\u201d and that he has put Vice President Mike Pence in charge of the American response to the outbreak.""}}]",,,,,,,,,944429631184293888,2017-12-23T04:49:05.000Z,follotheirmoney,GOP is KochedUp 😷,Former civil lit paralegal and RN. 🚫dm list sales porn crypto,,,,,,"Texas, USA",1.5310602745008865e+18,https://pbs.twimg.com/profile_images/1426996185437548544/zBFUtNkb_normal.jpg,False,1033,1371,0,10665,,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
1233518680723591171,1233443030759133184,1.2335151150828667e+18,,,798449232403431424,1004822515.0,,,2020-02-28T22:25:45.000Z,"@rothwell_scott @ssmith_calabor @LorenaSGonzalez It was a 10 sec video. 🗣️📣Listen to the video again, you missed the fact that his sick kids were in the audience. You think that's ok? The coronavirus doesn't have a vaccine either. Can you share a screenshot of your employees warning on how to prevent getting it? I'll wait.",en,Twitter Web App,1,0,0,0,everyone,False,,,,,,,"[{""start"": 0, ""end"": 15, ""username"": ""rothwell_scott"", ""id"": ""1004822515"", ""pinned_tweet_id"": ""1413246711938441224"", ""verified"": false, ""created_at"": ""2012-12-11T20:21:20.000Z"", ""url"": """", ""public_metrics"": {""followers_count"": 1071, ""following_count"": 2218, ""tweet_count"": 21179, ""listed_count"": 14}, ""location"": ""lost but there's a beach."", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1418388157138030593/lOJvtB7m_normal.jpg"", ""description"": ""Member of The Open Source Anti -Corporate Insurgency."", ""name"": ""Scott Rothwell"", ""protected"": false}, {""start"": 16, ""end"": 31, ""username"": ""ssmith_calabor"", ""id"": ""21925506"", ""pinned_tweet_id"": ""1533920533477138433"", ""verified"": false, ""created_at"": ""2009-02-25T21:57:29.000Z"", ""url"": ""http://t.co/LTEBHS3vAX"", ""public_metrics"": {""followers_count"": 7792, ""following_count"": 4147, ""tweet_count"": 16432, ""listed_count"": 151}, ""location"": ""Sacramento, CA"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/642469769753440257/zK3ntb8B_normal.jpg"", ""description"": ""Communications Director, @CaliforniaLabor. Big fan of labor unions, economic fairness and the @SFGiants"", ""name"": ""Steve Smith"", ""entities"": {""url"": {""urls"": [{""start"": 0, ""end"": 22, ""url"": ""http://t.co/LTEBHS3vAX"", ""expanded_url"": ""http://www.californialabor.org"", ""display_url"": ""californialabor.org""}]}, ""description"": {""mentions"": [{""start"": 25, ""end"": 41, ""username"": ""CaliforniaLabor""}, {""start"": 94, ""end"": 103, ""username"": ""SFGiants""}]}}, ""protected"": false}, {""start"": 32, ""end"": 48, ""username"": ""LorenaSGonzalez"", ""id"": ""102179167"", ""verified"": true, ""created_at"": ""2010-01-05T22:04:55.000Z"", ""url"": """", ""public_metrics"": {""followers_count"": 51916, ""following_count"": 4323, ""tweet_count"": 52478, ""listed_count"": 666}, ""location"": ""City Heights "", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1516981025905070082/Yd6_VIqP_normal.jpg"", ""description"": ""\u201cFoul-mouthed Latina troublemaker.\u201d I \u2764\ufe0f Working Californians & Union Jobs . former CA Assemblywoman, current @californialabor. Mama \ud83d\udc3b, Mrs. @nathanfletcher."", ""name"": ""Lorena Gonzalez Fletcher"", ""entities"": {""description"": {""mentions"": [{""start"": 110, ""end"": 126, ""username"": ""californialabor""}, {""start"": 141, ""end"": 156, ""username"": ""nathanfletcher""}]}}, ""protected"": false}]",,"[{""domain"": {""id"": ""65"", ""name"": ""Interests and Hobbies Vertical"", ""description"": ""Top level interests and hobbies groupings, like Food or Travel""}, ""entity"": {""id"": ""903303816698671104"", ""name"": ""Wellness and health"", ""description"": ""Wellness & Health""}}, {""domain"": {""id"": ""66"", ""name"": ""Interests and Hobbies Category"", ""description"": ""A grouping of interests and hobbies entities, like Novelty Food or Destinations""}, ""entity"": {""id"": ""918538847302041600"", ""name"": ""Community Health"", ""description"": ""Community Health""}}, {""domain"": {""id"": ""67"", ""name"": ""Interests and Hobbies"", ""description"": ""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""}, ""entity"": {""id"": ""920768310152593408"", ""name"": ""Common Medication"", ""description"": ""Common Medication""}}, {""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1220701888179359745"", ""name"": ""COVID-19""}}]",,,,,,,,,798449232403431424,2016-11-15T08:55:06.000Z,dopeconfections,Judah: Reality TV Connoisseur,"An auntie who's full of opinions, a proud giver of unsolicited advice & lover of reality tv & pop culture.",,,,,,Everywhere yet nowhere,1.1796628885055283e+18,https://pbs.twimg.com/profile_images/1541980601598717952/gl9fky67_normal.jpg,False,387,743,1,22554,,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
1233514516627034112,1233514516627034112,,,,1290047088,,,,2020-02-28T22:09:13.000Z,"if ur nasty ass, unvaccinated ass, no immune system having ass, dead by 7 ass, kid gives me corona bc you refuse to get a vaccine it created, im suing you.",en,Twitter for iPhone,3,0,0,0,everyone,False,,,,,,,,,"[{""domain"": {""id"": ""65"", ""name"": ""Interests and Hobbies Vertical"", ""description"": ""Top level interests and hobbies groupings, like Food or Travel""}, ""entity"": {""id"": ""903303816698671104"", ""name"": ""Wellness and health"", ""description"": ""Wellness & Health""}}, {""domain"": {""id"": ""66"", ""name"": ""Interests and Hobbies Category"", ""description"": ""A grouping of interests and hobbies entities, like Novelty Food or Destinations""}, ""entity"": {""id"": ""918538847302041600"", ""name"": ""Community Health"", ""description"": ""Community Health""}}, {""domain"": {""id"": ""67"", ""name"": ""Interests and Hobbies"", ""description"": ""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""}, ""entity"": {""id"": ""920768310152593408"", ""name"": ""Common Medication"", ""description"": ""Common Medication""}}]",,,,,,,,,1290047088,2013-03-23T01:01:37.000Z,ariella_towers,✨ariella✨,what the fuck is going on,,,,,,"Vista, CA",,https://pbs.twimg.com/profile_images/1378206198097346563/deUOI0DJ_normal.jpg,False,131,286,1,1643,,False,,,,,,,,,,,,,,,2022-06-29T21:21:48+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2020-02-01T00%3A00%3A00%2B00%3A00&end_time=2020-02-29T00%3A00%3A00%2B00%3A00&query=%28corona+OR+coronavirus+OR+covid-19+OR+covid%29%28kids+OR+child+OR+children+OR+kid%29%28vaccine+OR+vaccination+OR+vax%29+lang%3Aen+-is%3Aretweet&max_results=100,2.10.4,
