,iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,created_at
193915,OWID_WRL,World,2020-10-15,38967502.0,406681.0,342847.571,1149343.0,6189.0,5301.286,4948.276,51.642,43.536,145.949,0.786,0.673,1.1,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-15
193914,OWID_WRL,World,2020-10-14,38560821.0,379948.0,336039.0,1143154.0,6196.0,5322.0,4896.633,48.248,42.672,145.163,0.787,0.676,1.09,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-14
193913,OWID_WRL,World,2020-10-13,38180873.0,318909.0,331590.286,1136959.0,5404.0,5279.714,4848.386,40.497,42.107,144.376,0.686,0.67,1.08,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-13
193912,OWID_WRL,World,2020-10-12,37861964.0,289153.0,331124.0,1131555.0,4085.0,5345.0,4807.889,36.718,42.048,143.69,0.519,0.679,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-12
193911,OWID_WRL,World,2020-10-11,37572811.0,289517.0,334209.857,1127470.0,4155.0,5369.286,4771.171,36.764,42.44,143.171,0.528,0.682,1.08,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-11
193910,OWID_WRL,World,2020-10-10,37283294.0,355652.0,330031.857,1123315.0,4887.0,5348.143,4734.407,45.162,41.909,142.644,0.621,0.679,1.08,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-10
193909,OWID_WRL,World,2020-10-09,36927642.0,360073.0,321690.143,1118428.0,6193.0,5320.857,4689.245,45.724,40.85,142.023,0.786,0.676,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-09
193908,OWID_WRL,World,2020-10-08,36567569.0,359021.0,317313.857,1112235.0,6334.0,5237.571,4643.521,45.59,40.294,141.237,0.804,0.665,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-08
193907,OWID_WRL,World,2020-10-07,36208548.0,348807.0,311588.429,1105904.0,5900.0,5598.429,4597.931,44.293,39.567,140.433,0.749,0.711,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-07
193906,OWID_WRL,World,2020-10-06,35859741.0,315645.0,308077.714,1100007.0,5861.0,5674.857,4553.638,40.082,39.121,139.684,0.744,0.721,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-06
193905,OWID_WRL,World,2020-10-05,35544096.0,310754.0,303351.571,1094146.0,4255.0,5705.286,4513.556,39.461,38.521,138.94,0.54,0.724,1.06,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-05
193904,OWID_WRL,World,2020-10-04,35233342.0,260271.0,296453.714,1087102.0,4007.0,5681.571,4474.095,33.05,37.645,138.045,0.509,0.721,1.06,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-04
193903,OWID_WRL,World,2020-10-03,34973071.0,297260.0,294574.714,1083095.0,4696.0,5661.857,4441.044,37.747,37.406,137.536,0.596,0.719,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-03
193902,OWID_WRL,World,2020-10-02,34675811.0,329439.0,292927.429,1078399.0,5610.0,5766.714,4403.297,41.834,37.197,136.94,0.712,0.732,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-02
193901,OWID_WRL,World,2020-10-01,34346372.0,318943.0,293029.429,1072794.0,8860.0,5821.857,4361.463,40.501,37.21,136.228,1.125,0.739,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-10-01
193900,OWID_WRL,World,2020-09-30,34027429.0,324232.0,293300.714,1063934.0,6435.0,5364.143,4320.962,41.172,37.245,135.103,0.817,0.681,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-30
193899,OWID_WRL,World,2020-09-29,33703197.0,282562.0,291479.571,1057499.0,6074.0,5379.286,4279.79,35.881,37.013,134.286,0.771,0.683,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-29
193898,OWID_WRL,World,2020-09-28,33420635.0,262469.0,291727.286,1051425.0,4089.0,5389.429,4243.909,33.33,37.045,133.515,0.519,0.684,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-28
193897,OWID_WRL,World,2020-09-27,33158166.0,247118.0,291334.0,1047336.0,3869.0,5435.714,4210.579,31.38,36.995,132.996,0.491,0.69,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-27
193896,OWID_WRL,World,2020-09-26,32911140.0,285729.0,292478.286,1043467.0,5430.0,5452.714,4179.211,36.283,37.14,132.504,0.69,0.692,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-26
193895,OWID_WRL,World,2020-09-25,32625411.0,330153.0,293551.714,1038037.0,5996.0,5430.429,4142.927,41.924,37.277,131.815,0.761,0.69,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-25
193894,OWID_WRL,World,2020-09-24,32295258.0,320842.0,293040.857,1032041.0,5656.0,5409.143,4101.003,40.742,37.212,131.053,0.718,0.687,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-24
193893,OWID_WRL,World,2020-09-23,31974416.0,311484.0,292270.714,1026385.0,6541.0,5407.714,4060.261,39.554,37.114,130.335,0.831,0.687,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-23
193892,OWID_WRL,World,2020-09-22,31662932.0,284296.0,291327.714,1019844.0,6145.0,5310.571,4020.707,36.101,36.994,129.505,0.78,0.674,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-22
193891,OWID_WRL,World,2020-09-21,31378636.0,259716.0,290753.429,1013699.0,4413.0,5369.0,3984.606,32.98,36.921,128.724,0.56,0.682,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-21
193890,OWID_WRL,World,2020-09-20,31118920.0,255128.0,291770.714,1009286.0,3988.0,5395.714,3951.626,32.397,37.05,128.164,0.506,0.685,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-20
193889,OWID_WRL,World,2020-09-19,30863792.0,293243.0,290867.429,1005298.0,5274.0,5390.0,3919.229,37.237,36.936,127.657,0.67,0.684,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-19
193888,OWID_WRL,World,2020-09-18,30570549.0,326577.0,290215.571,1000024.0,5847.0,5357.143,3881.991,41.47,36.853,126.988,0.742,0.68,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-18
193887,OWID_WRL,World,2020-09-17,30243972.0,315451.0,288727.0,994177.0,5646.0,5375.714,3840.521,40.057,36.664,126.245,0.717,0.683,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-17
193886,OWID_WRL,World,2020-09-16,29928521.0,304883.0,287122.0,988531.0,5861.0,5426.143,3800.464,38.715,36.46,125.528,0.744,0.689,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-16
193885,OWID_WRL,World,2020-09-15,29623638.0,280276.0,284294.143,982670.0,6554.0,5481.714,3761.748,35.591,36.101,124.784,0.832,0.696,1.05,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-15
193884,OWID_WRL,World,2020-09-14,29343362.0,266837.0,279419.714,976116.0,4600.0,5277.857,3726.157,33.884,35.482,123.952,0.584,0.67,1.05,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-14
193883,OWID_WRL,World,2020-09-13,29076525.0,248805.0,273457.571,971516.0,3948.0,5443.571,3692.273,31.594,34.725,123.368,0.501,0.691,1.05,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-13
193882,OWID_WRL,World,2020-09-12,28827720.0,288680.0,270634.143,967568.0,5044.0,5473.0,3660.679,36.658,34.366,122.866,0.641,0.695,1.05,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-12
193881,OWID_WRL,World,2020-09-11,28539040.0,316157.0,268551.571,962524.0,5977.0,5481.143,3624.021,40.147,34.102,122.226,0.759,0.696,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-11
193880,OWID_WRL,World,2020-09-10,28222883.0,304216.0,266443.286,956547.0,5999.0,5464.429,3583.874,38.631,33.834,121.467,0.762,0.694,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-10
193879,OWID_WRL,World,2020-09-09,27918667.0,285088.0,263748.714,950579.0,6250.0,5480.0,3545.243,36.202,33.492,120.709,0.794,0.696,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-09
193878,OWID_WRL,World,2020-09-08,27633579.0,246155.0,263270.857,944329.0,5127.0,5487.857,3509.041,31.258,33.431,119.915,0.651,0.697,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-08
193877,OWID_WRL,World,2020-09-07,27387424.0,225102.0,266233.143,939202.0,5760.0,5698.143,3477.783,28.585,33.808,119.264,0.731,0.724,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-07
193876,OWID_WRL,World,2020-09-06,27170275.0,229041.0,271812.571,929590.0,4154.0,5508.286,3450.209,29.085,34.516,118.044,0.527,0.699,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-06
193875,OWID_WRL,World,2020-09-05,26941234.0,274102.0,270478.143,925436.0,5101.0,5523.0,3421.124,34.807,34.347,117.516,0.648,0.701,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-05
193874,OWID_WRL,World,2020-09-04,26667132.0,301399.0,268572.0,920335.0,5860.0,5621.857,3386.317,38.273,34.105,116.868,0.744,0.714,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-04
193873,OWID_WRL,World,2020-09-03,26365733.0,285354.0,266294.857,914496.0,6108.0,5615.0,3348.044,36.236,33.815,116.127,0.776,0.713,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-03
193872,OWID_WRL,World,2020-09-02,26080379.0,281743.0,266578.0,908388.0,6305.0,5630.429,3311.809,35.777,33.851,115.351,0.801,0.715,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-02
193871,OWID_WRL,World,2020-09-01,25798648.0,266891.0,266552.143,902086.0,6599.0,5683.714,3276.033,33.891,33.848,114.551,0.838,0.722,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-09-01
193870,OWID_WRL,World,2020-08-31,25531757.0,264158.0,263470.429,895495.0,4431.0,5675.429,3242.142,33.544,33.457,113.714,0.563,0.721,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-31
193869,OWID_WRL,World,2020-08-30,25267599.0,219700.0,258311.857,891064.0,4257.0,5733.429,3208.598,27.899,32.802,113.151,0.541,0.728,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-30
193868,OWID_WRL,World,2020-08-29,25047899.0,260759.0,255892.143,886807.0,5793.0,5745.714,3180.699,33.112,32.494,112.611,0.736,0.73,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-29
193867,OWID_WRL,World,2020-08-28,24787140.0,285459.0,256343.714,881014.0,5812.0,5746.286,3147.587,36.249,32.552,111.875,0.738,0.73,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-28
193866,OWID_WRL,World,2020-08-27,24503029.0,287336.0,252942.571,875202.0,6216.0,5793.857,3111.509,36.487,32.12,111.137,0.789,0.736,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-27
193865,OWID_WRL,World,2020-08-26,24215693.0,281562.0,250675.571,868986.0,6678.0,5823.429,3075.022,35.754,31.832,110.348,0.848,0.739,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-26
193864,OWID_WRL,World,2020-08-25,23934131.0,245319.0,250084.714,862425.0,6541.0,5784.714,3039.268,31.152,31.757,109.515,0.831,0.735,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-25
193863,OWID_WRL,World,2020-08-24,23688812.0,228048.0,252089.714,855884.0,4837.0,5854.571,3008.116,28.959,32.012,108.684,0.614,0.743,1.0,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-24
193862,OWID_WRL,World,2020-08-23,23460864.0,202762.0,249900.571,851047.0,4343.0,5823.429,2979.17,25.748,31.734,108.07,0.551,0.739,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-23
193861,OWID_WRL,World,2020-08-22,23258102.0,263920.0,250958.286,846704.0,5797.0,5888.857,2953.423,33.514,31.868,107.518,0.736,0.748,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-22
193860,OWID_WRL,World,2020-08-21,22994182.0,261651.0,248840.143,840907.0,6145.0,5921.571,2919.909,33.226,31.599,106.782,0.78,0.752,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-21
193859,OWID_WRL,World,2020-08-20,22732531.0,271467.0,255334.714,835205.0,6423.0,5985.571,2886.683,34.472,32.424,106.058,0.816,0.76,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-20
193858,OWID_WRL,World,2020-08-19,22461064.0,277426.0,258028.714,828782.0,6407.0,6038.714,2852.211,35.229,32.766,105.243,0.814,0.767,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-19
193857,OWID_WRL,World,2020-08-18,22183638.0,259354.0,257694.143,822376.0,7030.0,6117.143,2816.982,32.934,32.723,104.429,0.893,0.777,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-18
193856,OWID_WRL,World,2020-08-17,21924284.0,212724.0,258591.571,815346.0,4619.0,6056.286,2784.048,27.013,32.837,103.536,0.587,0.769,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-17
193855,OWID_WRL,World,2020-08-16,21711560.0,210166.0,261515.143,810727.0,4801.0,6166.143,2757.035,26.688,33.208,102.95,0.61,0.783,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-16
193854,OWID_WRL,World,2020-08-15,21501436.0,249093.0,264791.714,805926.0,6026.0,6220.429,2730.353,31.631,33.624,102.34,0.765,0.79,0.99,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-15
193853,OWID_WRL,World,2020-08-14,21252343.0,307113.0,267120.571,799900.0,6593.0,6221.0,2698.722,38.999,33.92,101.575,0.837,0.79,1.0,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-14
193852,OWID_WRL,World,2020-08-13,20945230.0,290325.0,263616.571,793308.0,6795.0,6243.429,2659.723,36.867,33.475,100.738,0.863,0.793,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-13
193851,OWID_WRL,World,2020-08-12,20654921.0,275084.0,263118.714,786513.0,6956.0,6245.286,2622.859,34.931,33.412,99.875,0.883,0.793,1.01,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-12
193850,OWID_WRL,World,2020-08-11,20379837.0,265636.0,263158.0,779559.0,6604.0,6306.857,2587.927,33.732,33.417,98.992,0.839,0.801,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-11
193849,OWID_WRL,World,2020-08-10,20114202.0,233189.0,263116.143,772955.0,5388.0,6387.143,2554.195,29.611,33.412,98.153,0.684,0.811,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-10
193848,OWID_WRL,World,2020-08-09,19881013.0,233102.0,259210.429,767567.0,5181.0,6304.714,2524.584,29.6,32.916,97.469,0.658,0.801,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-09
193847,OWID_WRL,World,2020-08-08,19647913.0,265395.0,258885.857,762386.0,6030.0,6236.714,2494.984,33.701,32.875,96.811,0.766,0.792,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-08
193846,OWID_WRL,World,2020-08-07,19382518.0,282585.0,256176.143,756356.0,6750.0,6235.571,2461.283,35.884,32.53,96.046,0.857,0.792,1.02,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-07
193845,OWID_WRL,World,2020-08-06,19099933.0,286840.0,256902.286,749610.0,6808.0,6213.286,2425.399,36.424,32.623,95.189,0.865,0.789,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-06
193844,OWID_WRL,World,2020-08-05,18813093.0,275359.0,256176.857,742802.0,7387.0,6207.857,2388.975,34.966,32.531,94.324,0.938,0.788,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-05
193843,OWID_WRL,World,2020-08-04,18537734.0,265343.0,255454.714,735415.0,7166.0,6106.429,2354.008,33.694,32.439,93.386,0.91,0.775,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-04
193842,OWID_WRL,World,2020-08-03,18272391.0,205849.0,255285.286,728252.0,4811.0,6072.857,2320.314,26.14,32.417,92.477,0.611,0.771,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-03
193841,OWID_WRL,World,2020-08-02,18066543.0,230830.0,259324.571,723441.0,4705.0,6144.429,2294.174,29.312,32.93,91.866,0.597,0.78,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-02
193840,OWID_WRL,World,2020-08-01,17835713.0,246427.0,256637.429,718749.0,6022.0,6097.143,2264.862,31.292,32.589,91.27,0.765,0.774,1.03,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-08-01
193839,OWID_WRL,World,2020-07-31,17589286.0,287668.0,257149.571,712727.0,6594.0,6104.286,2233.57,36.529,32.654,90.505,0.837,0.775,1.04,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-31
193838,OWID_WRL,World,2020-07-30,17301618.0,281762.0,256586.429,706133.0,6770.0,6086.571,2197.04,35.779,32.583,89.668,0.86,0.773,1.05,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-30
193837,OWID_WRL,World,2020-07-29,17019856.0,270304.0,256302.286,699367.0,6677.0,6067.286,2161.261,34.324,32.546,88.809,0.848,0.77,1.06,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-29
193836,OWID_WRL,World,2020-07-28,16749552.0,264157.0,257037.714,692690.0,6931.0,6170.286,2126.936,33.544,32.64,87.961,0.88,0.784,1.06,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-28
193835,OWID_WRL,World,2020-07-27,16485395.0,234124.0,254019.143,685759.0,5312.0,6087.429,2093.393,29.73,32.257,87.081,0.675,0.773,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-27
193834,OWID_WRL,World,2020-07-26,16251275.0,212020.0,250281.143,680465.0,4374.0,5891.429,2063.663,26.923,31.782,86.409,0.555,0.748,1.07,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2020-07-26
