,iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,created_at
194534,OWID_WRL,World,2022-06-26,543602146.0,276302.0,662107.429,6329049.0,493.0,1484.571,69029.144,35.086,84.077,803.692,0.063,0.189,,12033933786.0,5228254693.0,4788388361.0,2101856492.0,,,152.81,66.39,60.81,26.69,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-26
194533,OWID_WRL,World,2022-06-25,543325844.0,407992.0,661420.286,6328556.0,709.0,1494.714,68994.058,51.809,83.99,803.63,0.09,0.19,,12030970888.0,5227971673.0,4787504423.0,2100516650.0,,,152.77,66.39,60.79,26.67,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-25
194532,OWID_WRL,World,2022-06-24,542917852.0,791002.0,635200.571,6327847.0,1810.0,1477.143,68942.249,100.445,80.661,803.54,0.23,0.188,,12027142410.0,5227578436.0,4786184032.0,2098983140.0,,,152.73,66.38,60.78,26.65,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-24
194531,OWID_WRL,World,2022-06-23,542126850.0,754287.0,608568.286,6326037.0,1936.0,1409.429,68841.804,95.783,77.279,803.31,0.246,0.179,1.19,12019176918.0,5226639327.0,4784057093.0,2095084831.0,,,152.63,66.37,60.75,26.6,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-23
194530,OWID_WRL,World,2022-06-22,541372563.0,804088.0,573090.571,6324101.0,2053.0,1336.0,68746.021,102.107,72.774,803.064,0.261,0.17,1.18,12014060341.0,5225134034.0,4781820438.0,2089593705.0,,,152.56,66.35,60.72,26.53,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-22
194529,OWID_WRL,World,2022-06-21,540568475.0,856522.0,560482.571,6322048.0,1722.0,1320.714,68643.915,108.765,71.173,802.803,0.219,0.168,1.18,12008524173.0,5224692139.0,4780133388.0,2086979932.0,,,152.49,66.35,60.7,26.5,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-21
194528,OWID_WRL,World,2022-06-20,539711953.0,744559.0,558964.429,6320326.0,1669.0,1346.714,68535.149,94.548,70.98,802.585,0.212,0.171,1.17,11997892908.0,5223471743.0,4777894386.0,2084623359.0,4386812.0,5213533.0,152.35,66.33,60.67,26.47,662.0,740723.0,0.009,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-20
194527,OWID_WRL,World,2022-06-19,538967394.0,271492.0,527665.429,6318657.0,564.0,1253.714,68440.602,34.475,67.005,802.373,0.072,0.159,1.13,11993490503.0,5222854757.0,4776862720.0,2082538913.0,3493334.0,5384306.0,152.3,66.32,60.66,26.45,684.0,779455.0,0.01,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-19
194526,OWID_WRL,World,2022-06-18,538695902.0,224454.0,516515.429,6318093.0,586.0,1237.429,68406.127,28.502,65.59,802.301,0.074,0.157,1.09,11990280862.0,5222487850.0,4775831324.0,2081139940.0,5135965.0,5609648.0,152.26,66.32,60.65,26.43,712.0,804238.0,0.01,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-18
194525,OWID_WRL,World,2022-06-17,538471448.0,604576.0,524210.571,6317507.0,1336.0,1277.571,68377.624,76.772,66.567,802.227,0.17,0.162,1.08,11984868068.0,5221745387.0,4774288046.0,2078595764.0,5987055.0,5750396.0,152.19,66.31,60.63,26.39,730.0,797568.0,0.01,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-17
194524,OWID_WRL,World,2022-06-16,537866872.0,505943.0,515570.0,6316171.0,1422.0,1329.0,68300.852,64.247,65.469,802.057,0.181,0.169,1.08,11978040550.0,5220889538.0,4772315749.0,2075772898.0,6379422.0,5887477.0,152.1,66.3,60.6,26.36,748.0,808946.0,0.01,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-16
194523,OWID_WRL,World,2022-06-15,537360929.0,715832.0,525388.0,6314381.0,1946.0,1351.857,68236.605,90.9,66.716,801.83,0.247,0.172,1.09,11971694508.0,5218720099.0,4768888946.0,2067079765.0,6241086.0,6445058.0,152.02,66.27,60.56,26.25,818.0,885199.0,0.011,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-15
194522,OWID_WRL,World,2022-06-14,536645097.0,845895.0,523043.143,6312435.0,1904.0,1445.571,68145.706,107.416,66.418,801.583,0.242,0.184,1.1,11964049784.0,5217796597.0,4766884459.0,2063084783.0,6409483.0,6762178.0,151.93,66.26,60.53,26.2,859.0,915740.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-14
194521,OWID_WRL,World,2022-06-13,535799202.0,525466.0,495006.714,6310531.0,1018.0,1489.0,68038.29,66.726,62.858,801.341,0.129,0.189,1.07,11956631019.0,5215904469.0,4764778457.0,2058983260.0,5680137.0,7460528.0,151.83,66.23,60.51,26.15,947.0,925155.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-13
194520,OWID_WRL,World,2022-06-12,535273736.0,193442.0,482088.857,6309513.0,450.0,1486.571,67971.564,24.564,61.218,801.211,0.057,0.189,1.04,11951368715.0,5215138473.0,4763326734.0,2056552523.0,5198605.0,8110640.0,151.76,66.22,60.49,26.12,1030.0,964195.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-12
194519,OWID_WRL,World,2022-06-11,535080294.0,278320.0,491944.286,6309069.0,867.0,1524.0,67947.0,35.342,62.469,801.155,0.11,0.194,1.03,11943768924.0,5214409301.0,4761680484.0,2052174499.0,6294007.0,8547113.0,151.67,66.22,60.47,26.06,1085.0,934993.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-11
194518,OWID_WRL,World,2022-06-10,534802070.0,544092.0,488043.429,6308202.0,1696.0,1489.429,67911.67,69.091,61.974,801.045,0.215,0.189,1.03,11938922358.0,5213952201.0,4760306800.0,2049890935.0,7485967.0,8961572.0,151.61,66.21,60.45,26.03,1138.0,921692.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-10
194517,OWID_WRL,World,2022-06-09,534257978.0,574669.0,487759.143,6306510.0,1582.0,1464.143,67842.578,72.974,61.938,800.83,0.201,0.186,1.04,11931627374.0,5213072486.0,4758665466.0,2046304629.0,8711425.0,8707439.0,151.51,66.2,60.43,25.98,1106.0,893766.0,0.011,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-09
194516,OWID_WRL,World,2022-06-08,533683309.0,699418.0,480525.286,6304928.0,2602.0,1463.714,67769.604,88.815,61.019,800.629,0.33,0.186,1.03,11925461157.0,5212503671.0,4756215320.0,2044023804.0,8922484.0,8382536.0,151.44,66.19,60.4,25.96,1064.0,949802.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-08
194515,OWID_WRL,World,2022-06-07,532983891.0,649640.0,478930.571,6302326.0,2208.0,1394.286,67680.789,82.494,60.817,800.299,0.28,0.177,1.02,11912501547.0,5210169235.0,4753267983.0,2037229080.0,11743447.0,8080838.0,151.27,66.16,60.36,25.87,1026.0,953516.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-07
194514,OWID_WRL,World,2022-06-06,532334251.0,435041.0,475057.571,6300118.0,1001.0,1298.429,67598.294,55.244,60.325,800.018,0.127,0.165,1.0,11893099956.0,5209397478.0,4751720856.0,2025089877.0,9582514.0,7346039.0,151.02,66.15,60.34,25.72,933.0,954055.0,0.012,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-06
194513,OWID_WRL,World,2022-06-05,531899210.0,262430.0,470426.143,6299117.0,712.0,1333.571,67543.051,33.325,59.737,799.891,0.09,0.169,0.99,11886032744.0,5209062451.0,4750869035.0,2019979364.0,9123046.0,7249157.0,150.93,66.15,60.33,25.65,921.0,1175489.0,0.015,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-05
194512,OWID_WRL,World,2022-06-04,531636780.0,251014.0,472241.429,6298405.0,625.0,1310.0,67509.726,31.875,59.967,799.801,0.079,0.166,0.98,11874609401.0,5198482362.0,4745966786.0,2018099424.0,9278385.0,6677435.0,150.79,66.01,60.27,25.63,848.0,1204553.0,0.015,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-04
194511,OWID_WRL,World,2022-06-03,531385766.0,542102.0,477208.857,6297780.0,1519.0,1322.571,67477.851,68.839,60.598,799.722,0.193,0.168,0.98,11868671411.0,5197738308.0,4744251181.0,2013403968.0,6463881.0,6318444.0,150.71,66.0,60.24,25.57,802.0,1240780.0,0.016,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-03
194510,OWID_WRL,World,2022-06-02,530843664.0,524032.0,480843.571,6296261.0,1579.0,1388.143,67409.013,66.544,61.06,799.529,0.201,0.176,0.98,11860112418.0,5195667213.0,4741895600.0,2009909935.0,5897975.0,6707536.0,150.61,65.98,60.21,25.52,852.0,1299052.0,0.016,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-02
194509,OWID_WRL,World,2022-06-01,530319632.0,688255.0,480101.571,6294682.0,2116.0,1380.0,67342.469,87.398,60.966,799.328,0.269,0.175,0.98,11856353455.0,5195298998.0,4741171719.0,2008036549.0,7421213.0,6963699.0,150.56,65.97,60.21,25.5,884.0,1358625.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-06-01
194508,OWID_WRL,World,2022-05-31,529631377.0,622529.0,472303.857,6292566.0,1537.0,1453.429,67255.071,79.052,59.975,799.059,0.195,0.185,0.96,11850479427.0,5193436369.0,4738075719.0,2001543370.0,7196973.0,6974098.0,150.48,65.95,60.17,25.42,886.0,1369869.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-31
194507,OWID_WRL,World,2022-05-30,529008848.0,402621.0,466297.857,6291029.0,1247.0,1483.714,67176.019,51.127,59.213,798.864,0.158,0.188,0.95,11844676156.0,5192738677.0,4736286381.0,1999382719.0,5451330.0,7020007.0,150.41,65.94,60.14,25.39,891.0,1377959.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-30
194506,OWID_WRL,World,2022-05-29,528606227.0,275137.0,482196.857,6289782.0,547.0,1511.429,67124.892,34.938,61.232,798.706,0.069,0.192,0.94,11839080273.0,5191285835.0,4735212245.0,1998050850.0,5207698.0,7261929.0,150.34,65.92,60.13,25.37,922.0,2694982.0,0.034,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-29
194505,OWID_WRL,World,2022-05-28,528331090.0,285786.0,491350.0,6289235.0,713.0,1525.429,67089.954,36.29,62.394,798.636,0.091,0.194,0.94,11830123944.0,5181167991.0,4724349442.0,1995538920.0,6834098.0,7386762.0,150.22,65.79,59.99,25.34,938.0,2516551.0,0.032,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-28
194504,OWID_WRL,World,2022-05-27,528045304.0,567545.0,504018.857,6288522.0,1978.0,1576.286,67053.664,72.07,64.003,798.546,0.251,0.2,0.93,11824759911.0,5180583694.0,4722816214.0,1993434275.0,9252134.0,7426700.0,150.16,65.79,59.97,25.31,943.0,2323548.0,0.03,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-27
194503,OWID_WRL,World,2022-05-26,527477759.0,518838.0,510553.286,6286545.0,1522.0,1574.714,66981.594,65.884,64.832,798.295,0.193,0.2,0.93,11817154380.0,5179754505.0,4721024800.0,1989778263.0,7598372.0,7355025.0,150.06,65.77,59.95,25.27,934.0,2126085.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-26
194502,OWID_WRL,World,2022-05-25,526963429.0,633671.0,521262.429,6285109.0,2630.0,1615.714,66916.282,80.467,66.192,798.113,0.334,0.205,0.92,11810084970.0,5178065872.0,4718284744.0,1983523905.0,7548013.0,7522519.0,149.97,65.75,59.91,25.19,955.0,1934434.0,0.025,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-25
194501,OWID_WRL,World,2022-05-24,526329758.0,580487.0,536453.286,6282480.0,1749.0,1581.0,66835.816,73.713,68.121,797.779,0.222,0.201,0.93,11804793534.0,5177420174.0,4716821233.0,1981656823.0,7572343.0,7673622.0,149.9,65.75,59.9,25.16,974.0,1755161.0,0.022,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-24
194500,OWID_WRL,World,2022-05-23,525749271.0,513914.0,538571.857,6280736.0,1441.0,1605.143,66762.103,65.259,68.39,797.557,0.183,0.204,0.94,11795871599.0,5176263420.0,4713313974.0,1978599491.0,6839149.0,7754307.0,149.79,65.73,59.85,25.13,985.0,1553169.0,0.02,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-23
194499,OWID_WRL,World,2022-05-22,525265010.0,339209.0,551553.857,6279296.0,645.0,1645.143,66700.609,43.074,70.039,797.374,0.082,0.209,0.95,11790925006.0,5175885875.0,4712090807.0,1976698345.0,6143239.0,7795357.0,149.73,65.73,59.84,25.1,990.0,1403806.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-22
194498,OWID_WRL,World,2022-05-21,524925887.0,374468.0,556400.0,6278652.0,1069.0,1642.857,66657.546,47.552,70.654,797.293,0.136,0.209,0.96,11774196234.0,5170552705.0,4706014151.0,1966130101.0,7175308.0,7735649.0,149.51,65.66,59.76,24.97,982.0,1431157.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-21
194497,OWID_WRL,World,2022-05-20,524551419.0,613286.0,566100.0,6277585.0,1967.0,1617.286,66609.994,77.878,71.886,797.157,0.25,0.205,0.97,11769491910.0,5169934911.0,4704509446.0,1964558432.0,8812119.0,7699793.0,149.45,65.65,59.74,24.95,978.0,1465190.0,0.019,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-20
194496,OWID_WRL,World,2022-05-19,523938133.0,593802.0,559165.429,6275618.0,1809.0,1616.857,66532.116,75.404,71.005,796.907,0.23,0.205,0.97,11759983168.0,5168738038.0,4702276144.0,1960861674.0,8832509.0,7594286.0,149.33,65.64,59.71,24.9,964.0,1439213.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-19
194495,OWID_WRL,World,2022-05-18,523345887.0,740007.0,565966.0,6273809.0,2387.0,1624.429,66456.91,93.97,71.869,796.678,0.303,0.206,0.97,11753883733.0,5168071091.0,4700692293.0,1952902115.0,8667632.0,7587935.0,149.26,65.63,59.69,24.8,964.0,1417265.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-18
194494,OWID_WRL,World,2022-05-17,522605880.0,595317.0,558315.286,6271422.0,1918.0,1650.714,66362.94,75.596,70.897,796.375,0.244,0.21,0.97,11745784525.0,5167064692.0,4698423462.0,1949547915.0,8070850.0,7696775.0,149.15,65.61,59.66,24.76,977.0,1382712.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-17
194493,OWID_WRL,World,2022-05-16,522010854.0,604788.0,563541.0,6269479.0,1721.0,1695.714,66287.381,76.799,71.561,796.128,0.219,0.215,0.99,11740724974.0,5166492797.0,4697278003.0,1947642580.0,6866325.0,7679802.0,149.09,65.61,59.65,24.73,975.0,1381528.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-16
194492,OWID_WRL,World,2022-05-15,521406066.0,373132.0,578542.571,6267758.0,629.0,1731.0,66210.582,47.382,73.466,795.909,0.08,0.22,0.99,11734779686.0,5165099999.0,4696408308.0,1945563434.0,5725441.0,7673536.0,149.01,65.59,59.64,24.71,974.0,1328950.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-15
194491,OWID_WRL,World,2022-05-14,521032934.0,442368.0,565193.857,6267129.0,890.0,1742.571,66163.2,56.174,71.771,795.829,0.113,0.221,0.99,11726024291.0,5163438427.0,4692637107.0,1942604767.0,6924417.0,7721926.0,148.9,65.57,59.59,24.67,981.0,1332025.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-14
194490,OWID_WRL,World,2022-05-13,520590566.0,564744.0,551429.857,6266242.0,1964.0,1763.286,66107.026,71.714,70.023,795.717,0.249,0.224,0.98,11720494226.0,5162649609.0,4690833035.0,1940452504.0,8073640.0,7769522.0,148.83,65.56,59.57,24.64,987.0,1325425.0,0.017,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-13
194489,OWID_WRL,World,2022-05-12,520025822.0,641406.0,560164.714,6264278.0,1862.0,1815.857,66035.312,81.449,71.132,795.467,0.236,0.231,0.98,11709576994.0,5161749598.0,4688791736.0,1932748597.0,8787249.0,7838119.0,148.69,65.55,59.54,24.54,995.0,1380584.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-12
194488,OWID_WRL,World,2022-05-11,519384416.0,686452.0,552589.0,6262416.0,2571.0,1928.571,65953.864,87.169,70.17,795.231,0.326,0.245,0.97,11702610743.0,5159752087.0,4685405173.0,1923651243.0,9429497.0,7624185.0,148.61,65.52,59.5,24.43,968.0,1423418.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-11
194487,OWID_WRL,World,2022-05-10,518697964.0,631897.0,541240.714,6259845.0,2233.0,2095.571,65866.695,80.241,68.729,794.904,0.284,0.266,0.97,11694010388.0,5158962390.0,4682652626.0,1920309996.0,7953006.0,7197046.0,148.5,65.51,59.46,24.38,914.0,1433990.0,0.018,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-10
194486,OWID_WRL,World,2022-05-09,518066067.0,709799.0,545961.429,6257612.0,1968.0,2183.286,65786.454,90.134,69.329,794.621,0.25,0.277,0.98,11686165002.0,5157961661.0,4680239779.0,1917263453.0,6823383.0,7048868.0,148.4,65.5,59.43,24.35,895.0,1459423.0,0.019,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-09
194485,OWID_WRL,World,2022-05-08,517356268.0,279691.0,511366.714,6255644.0,710.0,2155.714,65696.32,35.516,64.936,794.371,0.09,0.274,0.95,11680953454.0,5157349994.0,4678648314.0,1915481773.0,6098245.0,6937547.0,148.33,65.49,59.41,24.32,881.0,1503613.0,0.019,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-08
194484,OWID_WRL,World,2022-05-07,517076577.0,346020.0,514458.143,6254934.0,1035.0,2185.857,65660.803,43.939,65.328,794.281,0.131,0.278,0.93,11672850286.0,5150691535.0,4674603980.0,1914118825.0,7291740.0,7167438.0,148.23,65.41,59.36,24.31,910.0,1509227.0,0.019,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-07
194483,OWID_WRL,World,2022-05-06,516730557.0,625888.0,516620.429,6253899.0,2332.0,2228.0,65616.864,79.478,65.603,794.149,0.296,0.283,0.91,11667040532.0,5149883004.0,4672421746.0,1912452138.0,8587873.0,7457168.0,148.15,65.4,59.33,24.29,947.0,1536319.0,0.02,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-06
194482,OWID_WRL,World,2022-05-05,516104669.0,588376.0,518900.571,6251567.0,2651.0,2286.571,65537.386,74.715,65.892,793.853,0.337,0.29,0.89,11655047463.0,5148221459.0,4670308893.0,1906073449.0,7323875.0,8095860.0,148.0,65.37,59.31,24.2,1028.0,1612986.0,0.02,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-05
194481,OWID_WRL,World,2022-05-04,515516293.0,607014.0,537026.714,6248916.0,3740.0,2326.286,65462.671,77.081,68.194,793.517,0.475,0.295,0.87,11649762098.0,5146452447.0,4667247448.0,1897575767.0,6467044.0,8838219.0,147.93,65.35,59.27,24.1,1122.0,1695664.0,0.022,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-04
194480,OWID_WRL,World,2022-05-03,514909279.0,664942.0,566369.714,6245176.0,2847.0,2300.571,65385.59,84.437,71.92,793.042,0.362,0.292,0.86,11645003912.0,5145871721.0,4666239776.0,1895355516.0,6948902.0,9925433.0,147.87,65.34,59.25,24.07,1260.0,1797127.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-03
194479,OWID_WRL,World,2022-05-02,514244737.0,467636.0,563187.571,6242345.0,1775.0,2513.571,65301.203,59.383,71.516,792.682,0.225,0.319,0.84,11639457381.0,5145175424.0,4664506754.0,1893308431.0,5845174.0,10489938.0,147.8,65.34,59.23,24.04,1332.0,1903196.0,0.024,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-02
194478,OWID_WRL,World,2022-05-01,513777101.0,301331.0,579292.0,6240572.0,921.0,2605.0,65241.821,38.264,73.561,792.457,0.117,0.331,0.84,11634999234.0,5144813169.0,4663339701.0,1891485774.0,7707476.0,10978792.0,147.75,65.33,59.22,24.02,1394.0,2002973.0,0.025,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-05-01
194477,OWID_WRL,World,2022-04-30,513475770.0,361156.0,590838.429,6239657.0,1330.0,2616.0,65203.556,45.861,75.027,792.341,0.169,0.332,0.83,11618073909.0,5141635839.0,4659535709.0,1889391403.0,9319844.0,11006515.0,147.53,65.29,59.17,23.99,1398.0,2071314.0,0.026,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-30
194476,OWID_WRL,World,2022-04-29,513114614.0,641849.0,612472.714,6238327.0,2742.0,2632.857,65157.695,81.505,77.775,792.172,0.348,0.334,0.83,11610812874.0,5140264203.0,4657236645.0,1887518639.0,13058875.0,11108678.0,147.44,65.27,59.14,23.97,1411.0,2139599.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-29
194475,OWID_WRL,World,2022-04-28,512472765.0,715259.0,635530.857,6235585.0,2929.0,2658.857,65076.19,90.827,80.703,791.824,0.372,0.338,0.83,11599906180.0,5138706914.0,4653331560.0,1883797653.0,12520611.0,10878130.0,147.3,65.25,59.09,23.92,1381.0,2143955.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-28
194474,OWID_WRL,World,2022-04-27,511757531.0,812415.0,661386.857,6232663.0,3560.0,2753.714,64985.366,103.164,83.986,791.453,0.452,0.35,0.82,11590465346.0,5137252410.0,4650426861.0,1878664682.0,14077729.0,10836004.0,147.18,65.24,59.05,23.86,1376.0,2154088.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-27
